,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
13,./data/images/a756c57d-7383-45eb-9fdd-d0d176049681.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a756c57d-7383-45eb-9fdd-d0d176049681
14,./data/images/6769752b-c04c-4acc-a117-2881e17af705.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6769752b-c04c-4acc-a117-2881e17af705
15,./data/images/41ab0117-66b6-4c5f-bd95-a9917a21f722.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41ab0117-66b6-4c5f-bd95-a9917a21f722
16,./data/images/adcb6450-d9be-4cac-9c76-5b3c62341f7b.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,adcb6450-d9be-4cac-9c76-5b3c62341f7b
17,./data/images/a65f9c17-5939-4358-accb-d2e3b2802eb9.jpg,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,a65f9c17-5939-4358-accb-d2e3b2802eb9
18,./data/images/66f2f546-50df-4d47-a883-05b7be54cda6.jpg,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,66f2f546-50df-4d47-a883-05b7be54cda6
19,./data/images/be019a73-c0a8-46ff-b781-3496ba2f1698.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,be019a73-c0a8-46ff-b781-3496ba2f1698
20,./data/images/1f1a1665-5968-4823-9730-f5bad4109189.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1f1a1665-5968-4823-9730-f5bad4109189
21,./data/images/bd6834d3-dd31-49a8-9a8c-e42a25af71c8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bd6834d3-dd31-49a8-9a8c-e42a25af71c8
22,./data/images/caa008b1-fead-4720-8a41-3f77c89c3e6f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,caa008b1-fead-4720-8a41-3f77c89c3e6f
23,./data/images/52584d71-ca43-4e2c-881e-e71b5dab04cb.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52584d71-ca43-4e2c-881e-e71b5dab04cb
24,./data/images/6398b612-b27d-42a7-a6fd-84ab31853520.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6398b612-b27d-42a7-a6fd-84ab31853520
25,./data/images/c164e1aa-cab9-4583-aacc-d0d3e7d211c9.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,c164e1aa-cab9-4583-aacc-d0d3e7d211c9
26,./data/images/c9138aad-0426-419e-83c9-617a4eaca387.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,c9138aad-0426-419e-83c9-617a4eaca387
27,./data/images/a87f6a71-3733-49ea-9ea8-5a60242f6487.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,a87f6a71-3733-49ea-9ea8-5a60242f6487
28,./data/images/8323fc48-cd47-446c-b9cd-1741424036e5.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8323fc48-cd47-446c-b9cd-1741424036e5
29,./data/images/868dee59-d765-40e1-be47-5dda040f0d98.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,868dee59-d765-40e1-be47-5dda040f0d98
30,./data/images/94ed2263-5a8a-40c4-b7e1-1d24c873e8a4.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,94ed2263-5a8a-40c4-b7e1-1d24c873e8a4
31,./data/images/988756a7-f5e0-4c31-a62b-6164ef682ad4.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,988756a7-f5e0-4c31-a62b-6164ef682ad4
32,./data/images/99f1a39d-2e6e-4e9e-bd86-ab5f09fd0256.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,99f1a39d-2e6e-4e9e-bd86-ab5f09fd0256
33,./data/images/58e52d98-483c-44f8-8e5f-0a5329a95662.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,58e52d98-483c-44f8-8e5f-0a5329a95662
34,./data/images/763ed8dc-58c1-48bb-be3f-3cffe95c903b.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,763ed8dc-58c1-48bb-be3f-3cffe95c903b
35,./data/images/02c3a00d-3f3a-4f0d-b8b8-3efc3a3ebc29.jpg,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,02c3a00d-3f3a-4f0d-b8b8-3efc3a3ebc29
36,./data/images/ac6d579d-fc7e-4db0-97cb-ab889e8cbc61.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,ac6d579d-fc7e-4db0-97cb-ab889e8cbc61
37,./data/images/169f574a-3e78-4624-b003-776036596b08.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169f574a-3e78-4624-b003-776036596b08
38,./data/images/1d2afc09-16a5-4d8e-aadb-1e50d7bc475b.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1d2afc09-16a5-4d8e-aadb-1e50d7bc475b
39,./data/images/6125e24a-2f5a-4c97-a816-0c2f98d32d40.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6125e24a-2f5a-4c97-a816-0c2f98d32d40
40,./data/images/ef3d1ab0-290c-42a3-832f-4c0d41439411.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,ef3d1ab0-290c-42a3-832f-4c0d41439411
41,./data/images/c8d5ccb2-e681-4343-ad81-756a86558cb9.jpg,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,c8d5ccb2-e681-4343-ad81-756a86558cb9
42,./data/images/ef151a1a-f7fe-4c1b-b0ea-cf4a63f3ea7d.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,ef151a1a-f7fe-4c1b-b0ea-cf4a63f3ea7d
43,./data/images/34313b5b-991b-4566-9b91-e0064d6aa1c4.jpg,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,34313b5b-991b-4566-9b91-e0064d6aa1c4
44,./data/images/cda5f0f2-bafa-4dd4-bca2-de7e8e86dd44.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,cda5f0f2-bafa-4dd4-bca2-de7e8e86dd44
45,./data/images/e925cc4d-a14e-4186-ab24-0efe2c781975.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,e925cc4d-a14e-4186-ab24-0efe2c781975
46,./data/images/3ed669ee-e54a-412e-a569-08215d34fd53.jpg,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,3ed669ee-e54a-412e-a569-08215d34fd53
47,./data/images/bd27460a-8833-462b-89e5-c6c538a79a09.jpg,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,bd27460a-8833-462b-89e5-c6c538a79a09
48,./data/images/a379454d-f412-4adf-a2f9-418e11212f9a.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,a379454d-f412-4adf-a2f9-418e11212f9a
49,./data/images/dacce4c7-3392-4a4e-84eb-2b7b6cdc6847.jpg,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,dacce4c7-3392-4a4e-84eb-2b7b6cdc6847
50,./data/images/2f20ed55-bf28-46b7-873b-8cbed555cb0f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2f20ed55-bf28-46b7-873b-8cbed555cb0f
51,./data/images/688c040c-187b-45c7-8f29-34c94b2e0633.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,688c040c-187b-45c7-8f29-34c94b2e0633
52,./data/images/62dafd88-4289-46c9-abd4-7b6880cf6ff3.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,62dafd88-4289-46c9-abd4-7b6880cf6ff3
53,./data/images/2a0b7493-5028-4b54-b844-197f931fea9c.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2a0b7493-5028-4b54-b844-197f931fea9c
54,./data/images/8d974977-2f50-4051-bcbb-d337d66bb9ff.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8d974977-2f50-4051-bcbb-d337d66bb9ff
55,./data/images/b17e6119-f679-4c01-b615-4b18b29e8525.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,b17e6119-f679-4c01-b615-4b18b29e8525
56,./data/images/d6e96ce6-b50a-4e6b-9e9a-51b9499a7ec2.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d6e96ce6-b50a-4e6b-9e9a-51b9499a7ec2
57,./data/images/2304d57e-a01a-453f-b163-6cb39fa60a0e.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2304d57e-a01a-453f-b163-6cb39fa60a0e
58,./data/images/391746df-3c90-4f29-8739-bd2117b885c9.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,391746df-3c90-4f29-8739-bd2117b885c9
59,./data/images/640bb84f-0e65-4453-a2e8-ad82d53a8246.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,640bb84f-0e65-4453-a2e8-ad82d53a8246
60,./data/images/d278ac53-2379-4a9d-9a47-b69f1df9bd68.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,d278ac53-2379-4a9d-9a47-b69f1df9bd68
61,./data/images/e1934917-31de-4183-9b4a-70c27c70c4c7.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,e1934917-31de-4183-9b4a-70c27c70c4c7
62,./data/images/b3759468-17c9-4f10-9d4f-ee4ca08ab245.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,b3759468-17c9-4f10-9d4f-ee4ca08ab245
63,./data/images/512974dc-04e9-4212-8630-23fcccfdf906.jpg,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,512974dc-04e9-4212-8630-23fcccfdf906
64,./data/images/4254cc3e-ff7e-4810-b3dd-b3cacb4aff56.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4254cc3e-ff7e-4810-b3dd-b3cacb4aff56
65,./data/images/baf451b9-5031-43f0-80cc-099717ae0988.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,baf451b9-5031-43f0-80cc-099717ae0988
66,./data/images/d49cef05-5da8-4360-bcd5-c6ae4830416f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d49cef05-5da8-4360-bcd5-c6ae4830416f
67,./data/images/c365b691-163e-417f-a688-07f0ba7f7ca9.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c365b691-163e-417f-a688-07f0ba7f7ca9
68,./data/images/eb85ecdc-3890-4a59-85ba-5c156883f048.jpg,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,eb85ecdc-3890-4a59-85ba-5c156883f048
69,./data/images/7c16188e-728f-479d-8fb6-ae58f89c0141.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,7c16188e-728f-479d-8fb6-ae58f89c0141
70,./data/images/d0f0afe0-ccd2-474a-afd9-5d8925b55b89.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,d0f0afe0-ccd2-474a-afd9-5d8925b55b89
71,./data/images/1d3cb786-a1e9-4d46-9ef6-4950c89b98e0.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1d3cb786-a1e9-4d46-9ef6-4950c89b98e0
72,./data/images/c6f2b482-dc0c-4a06-b21a-e460517c5715.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,c6f2b482-dc0c-4a06-b21a-e460517c5715
73,./data/images/03ea9c99-2132-4927-9b19-1ca1426eb9b3.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,03ea9c99-2132-4927-9b19-1ca1426eb9b3
74,./data/images/9fa061a9-915c-4374-8ba0-d3b6fccba4ed.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,9fa061a9-915c-4374-8ba0-d3b6fccba4ed
75,./data/images/19038add-4e78-4b10-a5f5-448a466707c8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,19038add-4e78-4b10-a5f5-448a466707c8
76,./data/images/621968c4-159f-480a-be44-45008e91f5bf.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,621968c4-159f-480a-be44-45008e91f5bf
77,./data/images/1bf6d399-a2fc-47e8-a7bd-cc2282eb9c80.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1bf6d399-a2fc-47e8-a7bd-cc2282eb9c80
78,./data/images/c8e3f33b-302a-4ff7-945f-78a913d3f10c.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,c8e3f33b-302a-4ff7-945f-78a913d3f10c
79,./data/images/53db4454-d845-42fb-9b2f-fd6b880081ca.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,53db4454-d845-42fb-9b2f-fd6b880081ca
80,./data/images/6282c9c1-31d7-4c93-9af7-268f22c4a575.jpg,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6282c9c1-31d7-4c93-9af7-268f22c4a575
81,./data/images/325b270c-b924-4794-a2b3-f0594e728270.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,325b270c-b924-4794-a2b3-f0594e728270
82,./data/images/39f309b4-95b4-43a7-a441-696db6778a0e.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,39f309b4-95b4-43a7-a441-696db6778a0e
83,./data/images/a99aa28c-071d-44a3-abdb-ae9e9ec0c7f4.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,a99aa28c-071d-44a3-abdb-ae9e9ec0c7f4
84,./data/images/9c44edbd-6a79-4def-a67f-e6c172898b92.jpg,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9c44edbd-6a79-4def-a67f-e6c172898b92
85,./data/images/5bc859a2-d684-48d4-b1e9-0fc28d706bf6.jpg,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5bc859a2-d684-48d4-b1e9-0fc28d706bf6
86,./data/images/6171dd6d-4562-4ef0-a8a3-121251cd8591.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6171dd6d-4562-4ef0-a8a3-121251cd8591
87,./data/images/b1c4a750-b15d-4f4d-a245-6e9520024e0b.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,b1c4a750-b15d-4f4d-a245-6e9520024e0b
88,./data/images/94ce3e9f-2466-438e-89be-1e098c00c4ba.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,94ce3e9f-2466-438e-89be-1e098c00c4ba
89,./data/images/6986f012-2acd-403e-b4de-ab25c250de05.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6986f012-2acd-403e-b4de-ab25c250de05
90,./data/images/464e9d86-d42b-4f23-b252-7f812312966d.jpg,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,464e9d86-d42b-4f23-b252-7f812312966d
91,./data/images/7c2ee968-3a58-4618-84a6-47822183cf6a.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7c2ee968-3a58-4618-84a6-47822183cf6a
92,./data/images/7176c771-a90f-477e-ac75-b1559143e9ae.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7176c771-a90f-477e-ac75-b1559143e9ae
93,./data/images/064e5f65-d06e-4b69-b41c-24727be771ec.jpg,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,064e5f65-d06e-4b69-b41c-24727be771ec
94,./data/images/245a68e2-d7b8-4dfe-811f-9e4fa3095e48.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,245a68e2-d7b8-4dfe-811f-9e4fa3095e48
95,./data/images/739ed179-e6ea-47f8-902a-0f4fa5f7d94c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,739ed179-e6ea-47f8-902a-0f4fa5f7d94c
96,./data/images/b1fd431c-9bfc-48ef-a6d5-e76f65bb5adc.jpg,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,b1fd431c-9bfc-48ef-a6d5-e76f65bb5adc
97,./data/images/8650c539-3765-48cc-87c6-154ef4c34167.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8650c539-3765-48cc-87c6-154ef4c34167
98,./data/images/72e6c22e-306e-44aa-8d89-ad867ad0dd37.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,72e6c22e-306e-44aa-8d89-ad867ad0dd37
99,./data/images/077dbace-1c37-464c-9aec-fd577cec1ad3.jpg,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,077dbace-1c37-464c-9aec-fd577cec1ad3
100,./data/images/fc08147c-a634-48c2-ac53-cb32d49a34d7.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,fc08147c-a634-48c2-ac53-cb32d49a34d7
101,./data/images/a152a111-e90f-490f-81e1-b7140134e49c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,a152a111-e90f-490f-81e1-b7140134e49c
102,./data/images/afcd2131-8973-47d6-9037-1dd3754f1694.jpg,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,afcd2131-8973-47d6-9037-1dd3754f1694
103,./data/images/ded98b5b-d9de-412d-8563-2df6e98ef217.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ded98b5b-d9de-412d-8563-2df6e98ef217
104,./data/images/1ddd22cc-7230-42f8-93e1-1f14ddfa26c2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1ddd22cc-7230-42f8-93e1-1f14ddfa26c2
105,./data/images/2b82b2af-4ab1-4fa8-a8d6-b3fe54b34d32.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2b82b2af-4ab1-4fa8-a8d6-b3fe54b34d32
106,./data/images/a3c4e70c-8168-4c89-ae83-0a1646ce4740.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,a3c4e70c-8168-4c89-ae83-0a1646ce4740
107,./data/images/675d90b7-24bf-4819-b1b1-1e1d3a5b1166.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,675d90b7-24bf-4819-b1b1-1e1d3a5b1166
108,./data/images/69044dd3-952e-4820-95c5-8ee0de8019a6.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,69044dd3-952e-4820-95c5-8ee0de8019a6
109,./data/images/9c5fb6e5-79d4-4035-9a56-76701ad87f23.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9c5fb6e5-79d4-4035-9a56-76701ad87f23
110,./data/images/8752ab19-f401-4f12-aa0c-22b1468b0d76.jpg,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8752ab19-f401-4f12-aa0c-22b1468b0d76
111,./data/images/092d3fd5-9932-4893-a79b-f88a7a3e7d54.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,092d3fd5-9932-4893-a79b-f88a7a3e7d54
112,./data/images/12bfa350-48c0-46f3-a8a9-9d4daeb0842f.jpg,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,12bfa350-48c0-46f3-a8a9-9d4daeb0842f
113,./data/images/53567841-a408-482c-91c9-6011594140d6.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,53567841-a408-482c-91c9-6011594140d6
114,./data/images/863a5ba9-f66b-4e50-96d7-e14a58f45f48.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,863a5ba9-f66b-4e50-96d7-e14a58f45f48
115,./data/images/a99e14ca-2f19-4fa9-a202-e44c2b67bbba.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a99e14ca-2f19-4fa9-a202-e44c2b67bbba
116,./data/images/baa6ea38-c6f5-4045-9b0d-0266706df7aa.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,baa6ea38-c6f5-4045-9b0d-0266706df7aa
117,./data/images/a1555187-ecbb-4f69-b535-bda7b20ba67e.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,a1555187-ecbb-4f69-b535-bda7b20ba67e
118,./data/images/032190f4-92dc-4b0f-868f-b93007c2f889.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,032190f4-92dc-4b0f-868f-b93007c2f889
119,./data/images/daf17368-4e23-4558-82c4-ac0e1877123a.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,daf17368-4e23-4558-82c4-ac0e1877123a
120,./data/images/70c03ba8-169b-436d-855d-2b553d27d027.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70c03ba8-169b-436d-855d-2b553d27d027
121,./data/images/08f4ad84-49a6-40db-948d-5c821dafa9e0.jpg,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,08f4ad84-49a6-40db-948d-5c821dafa9e0
122,./data/images/bcf3b350-7f65-4457-a20b-8ca59b445d5a.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bcf3b350-7f65-4457-a20b-8ca59b445d5a
123,./data/images/d341a5a0-d5ca-4fbc-9368-a0234d18912e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d341a5a0-d5ca-4fbc-9368-a0234d18912e
124,./data/images/7072b1a9-ebe5-4d77-9d0e-72d4b6b8ce58.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7072b1a9-ebe5-4d77-9d0e-72d4b6b8ce58
125,./data/images/a8846013-2e3d-49d4-a1db-9e5edb3008e5.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a8846013-2e3d-49d4-a1db-9e5edb3008e5
126,./data/images/fdaa76fe-0643-413b-b989-b9f1614a839a.jpg,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,fdaa76fe-0643-413b-b989-b9f1614a839a
127,./data/images/f1a65006-c62e-4e3e-835e-6cd92b87dc4b.jpg,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,f1a65006-c62e-4e3e-835e-6cd92b87dc4b
128,./data/images/67884a09-69f8-4bd5-aadf-cd7eb9a603bf.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,67884a09-69f8-4bd5-aadf-cd7eb9a603bf
129,./data/images/cab095be-87c6-4750-99f6-d1772789e62b.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,cab095be-87c6-4750-99f6-d1772789e62b
130,./data/images/a1d970cb-b7e6-4f81-9701-52fd92ccc43e.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,a1d970cb-b7e6-4f81-9701-52fd92ccc43e
131,./data/images/8876c532-e216-40e9-b448-a10775978130.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8876c532-e216-40e9-b448-a10775978130
132,./data/images/bad58e49-99aa-497b-8e24-8d31907f9023.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,bad58e49-99aa-497b-8e24-8d31907f9023
133,./data/images/f9b21001-0f65-4685-8c07-1f8d5dbd728e.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,f9b21001-0f65-4685-8c07-1f8d5dbd728e
134,./data/images/ab08216b-b31f-47b0-8615-67fb519f767f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ab08216b-b31f-47b0-8615-67fb519f767f
135,./data/images/034415da-0ac6-4611-991a-3927aadc6c1d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,034415da-0ac6-4611-991a-3927aadc6c1d
136,./data/images/348301ef-b341-40e5-88e9-7b83a03d2f56.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,348301ef-b341-40e5-88e9-7b83a03d2f56
137,./data/images/374bc760-e6fa-4e92-b7e8-0a81e3beb272.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,374bc760-e6fa-4e92-b7e8-0a81e3beb272
138,./data/images/aa286983-034c-4ddc-b2e4-977a10c40550.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,aa286983-034c-4ddc-b2e4-977a10c40550
139,./data/images/f4e2b79f-61f6-4eb4-b513-f64b6775eb09.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,f4e2b79f-61f6-4eb4-b513-f64b6775eb09
140,./data/images/b36af344-ca77-468d-8d1c-2eb6c1c9f880.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b36af344-ca77-468d-8d1c-2eb6c1c9f880
141,./data/images/5822cce1-70ab-48c7-93f9-ab1ad0e98870.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5822cce1-70ab-48c7-93f9-ab1ad0e98870
