,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
26,./data/images/4d4604cb-7ad9-4eb2-a7f1-f61f8ebebdb2.jpg,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4d4604cb-7ad9-4eb2-a7f1-f61f8ebebdb2
27,./data/images/2b01d912-d9b3-45a7-be72-ec0d9f50570d.jpg,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2b01d912-d9b3-45a7-be72-ec0d9f50570d
28,./data/images/9adf296a-6bfa-4995-ba93-ffe122720d18.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9adf296a-6bfa-4995-ba93-ffe122720d18
29,./data/images/98c5f8d0-8199-4ea3-b511-df3a6757b8f0.jpg,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,98c5f8d0-8199-4ea3-b511-df3a6757b8f0
30,./data/images/0e32baba-da8d-4ec5-8f76-ef628275857d.jpg,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,0e32baba-da8d-4ec5-8f76-ef628275857d
31,./data/images/3d0df910-4a0f-47d9-b66a-e3bea098cbf0.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3d0df910-4a0f-47d9-b66a-e3bea098cbf0
32,./data/images/b7f15dc5-41fc-4e0b-b444-7438f7d7c4d6.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b7f15dc5-41fc-4e0b-b444-7438f7d7c4d6
33,./data/images/f7569073-fa4b-4588-a26b-3ec5c9f27d86.jpg,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,f7569073-fa4b-4588-a26b-3ec5c9f27d86
34,./data/images/b60c009b-a1fa-4dad-9ea9-279b456258d7.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,b60c009b-a1fa-4dad-9ea9-279b456258d7
35,./data/images/84b6f0b9-cfa4-47b7-9c37-737fa01d7ebb.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,84b6f0b9-cfa4-47b7-9c37-737fa01d7ebb
36,./data/images/872e15b9-6140-4078-8d61-695b53f7414a.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,872e15b9-6140-4078-8d61-695b53f7414a
37,./data/images/8d25b0a5-79e5-4fad-9418-480a3d83b96c.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8d25b0a5-79e5-4fad-9418-480a3d83b96c
38,./data/images/0d8cc6ae-ef62-4e31-b8f7-75a668c19ba1.jpg,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0d8cc6ae-ef62-4e31-b8f7-75a668c19ba1
39,./data/images/70f3d111-b6fc-4f6d-9365-76b76594fb8b.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70f3d111-b6fc-4f6d-9365-76b76594fb8b
40,./data/images/06fe1031-8941-4957-890c-9f7588bc24cd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,06fe1031-8941-4957-890c-9f7588bc24cd
41,./data/images/4b99d184-2f90-443a-8053-0866dd44efb3.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4b99d184-2f90-443a-8053-0866dd44efb3
42,./data/images/0795cbf2-2b01-4f28-95a4-9574d83e54eb.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0795cbf2-2b01-4f28-95a4-9574d83e54eb
43,./data/images/f9895bc6-5af7-4e22-80b5-f33b839ebd41.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,f9895bc6-5af7-4e22-80b5-f33b839ebd41
44,./data/images/c9cb24ed-96f7-444c-8f9b-69857487cf85.jpg,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,c9cb24ed-96f7-444c-8f9b-69857487cf85
45,./data/images/831bfcaa-ad61-4ce1-9d94-dc922bb77625.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,831bfcaa-ad61-4ce1-9d94-dc922bb77625
46,./data/images/015390f6-3292-471a-a3a5-99c79cb036fe.jpg,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,015390f6-3292-471a-a3a5-99c79cb036fe
47,./data/images/137b0747-029b-4924-8cef-e05e233da5a9.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,137b0747-029b-4924-8cef-e05e233da5a9
48,./data/images/bc813905-e488-404d-8efd-13a88f8c26b7.jpg,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,bc813905-e488-404d-8efd-13a88f8c26b7
49,./data/images/8bf56811-b6e6-4eb2-b0d3-0ba27eed5070.jpg,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8bf56811-b6e6-4eb2-b0d3-0ba27eed5070
50,./data/images/034e4298-acdc-4e36-88bc-a77f801af00a.jpg,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,034e4298-acdc-4e36-88bc-a77f801af00a
51,./data/images/f97b31e5-0300-4ff8-b7c2-0e8267682815.jpg,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,f97b31e5-0300-4ff8-b7c2-0e8267682815
52,./data/images/ad9ee250-0a9e-48da-91af-6fd6cc79af6d.jpg,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,ad9ee250-0a9e-48da-91af-6fd6cc79af6d
53,./data/images/4a233197-395e-4c21-814b-6bf345302694.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4a233197-395e-4c21-814b-6bf345302694
54,./data/images/58f1f798-3c2f-4cb9-9fc4-0285d5e9c18e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,58f1f798-3c2f-4cb9-9fc4-0285d5e9c18e
55,./data/images/29d20ba8-2770-4220-8d34-a58d3226cae9.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29d20ba8-2770-4220-8d34-a58d3226cae9
56,./data/images/534912b0-1627-42b2-9120-2e6e86442ef2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,534912b0-1627-42b2-9120-2e6e86442ef2
57,./data/images/914a0210-01a9-4220-8923-e9dbb611f138.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,914a0210-01a9-4220-8923-e9dbb611f138
58,./data/images/02fcc6f2-cc99-456c-a38c-755c40e9f31d.jpg,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,02fcc6f2-cc99-456c-a38c-755c40e9f31d
59,./data/images/969d39b4-d486-4fda-996d-8291fe1877dc.jpg,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,969d39b4-d486-4fda-996d-8291fe1877dc
60,./data/images/10cf890b-615f-456e-850d-a93a3a07590f.jpg,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,10cf890b-615f-456e-850d-a93a3a07590f
61,./data/images/1a693e9e-c50c-407b-977d-533f4f7380cd.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1a693e9e-c50c-407b-977d-533f4f7380cd
62,./data/images/58c19e3b-02fc-4c9b-9f8f-2af26951b7b8.jpg,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,58c19e3b-02fc-4c9b-9f8f-2af26951b7b8
63,./data/images/7cf15165-34ec-4cb5-a82e-f47457e44119.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7cf15165-34ec-4cb5-a82e-f47457e44119
64,./data/images/e660896f-6842-4c5e-aa5d-611ad7cc62f5.jpg,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,e660896f-6842-4c5e-aa5d-611ad7cc62f5
65,./data/images/56234d78-f015-4610-82c7-bb6816a48c03.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,56234d78-f015-4610-82c7-bb6816a48c03
66,./data/images/0852c4a0-03d3-45bd-a08f-dd790ac299a9.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0852c4a0-03d3-45bd-a08f-dd790ac299a9
67,./data/images/4b3dff21-f085-4933-b253-556556e61a21.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4b3dff21-f085-4933-b253-556556e61a21
68,./data/images/769bd741-d1ee-493d-9c9f-49cb24c94929.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,769bd741-d1ee-493d-9c9f-49cb24c94929
69,./data/images/83e4d33e-7d79-4a20-967a-86fe5d52024e.jpg,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,83e4d33e-7d79-4a20-967a-86fe5d52024e
70,./data/images/c0760c18-1681-438f-bcea-9df94c86d627.jpg,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,c0760c18-1681-438f-bcea-9df94c86d627
71,./data/images/de58e183-6555-4f5d-91bf-a3561dc0711b.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,de58e183-6555-4f5d-91bf-a3561dc0711b
72,./data/images/6c7ab6a1-3eba-46d0-97a8-1766ec28ae87.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6c7ab6a1-3eba-46d0-97a8-1766ec28ae87
73,./data/images/031178ac-3b7a-49b3-9279-45ece395bc72.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,031178ac-3b7a-49b3-9279-45ece395bc72
74,./data/images/72a3ed21-c3d5-465b-a470-16dfe6177738.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,72a3ed21-c3d5-465b-a470-16dfe6177738
75,./data/images/d0b6a78d-70bb-405f-b00e-f3c9aa810288.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,d0b6a78d-70bb-405f-b00e-f3c9aa810288
76,./data/images/928588ec-08bc-449a-bcbd-3f7023330d7a.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,928588ec-08bc-449a-bcbd-3f7023330d7a
77,./data/images/0f5b6047-b5c8-4841-acd0-16edf714bda3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0f5b6047-b5c8-4841-acd0-16edf714bda3
78,./data/images/d5034d44-4ff6-4198-a25c-d8fe0dbcf08f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,d5034d44-4ff6-4198-a25c-d8fe0dbcf08f
79,./data/images/19168504-1001-40d6-8fcf-d341bb6702b4.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,19168504-1001-40d6-8fcf-d341bb6702b4
80,./data/images/76cb74e7-83c9-4564-9bc5-36cd1129845d.jpg,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,76cb74e7-83c9-4564-9bc5-36cd1129845d
81,./data/images/bdb48f06-0662-45dd-b053-1ddd70f3a718.jpg,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,bdb48f06-0662-45dd-b053-1ddd70f3a718
82,./data/images/9f2df497-ae1f-4d5f-b890-8a39008e4f8e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9f2df497-ae1f-4d5f-b890-8a39008e4f8e
83,./data/images/8a4cfa4d-a56e-496a-a223-dd61cf6d434a.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8a4cfa4d-a56e-496a-a223-dd61cf6d434a
84,./data/images/75e10dcc-e914-4de3-a34d-21f9a6784c70.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,75e10dcc-e914-4de3-a34d-21f9a6784c70
85,./data/images/cd1f38ac-bf78-4d70-b2ef-57b966a0a1bc.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,cd1f38ac-bf78-4d70-b2ef-57b966a0a1bc
86,./data/images/e6f72938-4434-45f8-890c-46fa190cbd76.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e6f72938-4434-45f8-890c-46fa190cbd76
87,./data/images/d28d4f2d-fe4a-4acc-add1-8d3b71fa254e.jpg,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,d28d4f2d-fe4a-4acc-add1-8d3b71fa254e
88,./data/images/17be6e2e-850d-4c2b-a740-8534cc1eb01f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,17be6e2e-850d-4c2b-a740-8534cc1eb01f
89,./data/images/b90f46a3-dd78-49af-a7cf-e0ef7850b48e.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,b90f46a3-dd78-49af-a7cf-e0ef7850b48e
90,./data/images/545f552c-bb57-48d2-a8eb-0211ec4434c3.jpg,True,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,545f552c-bb57-48d2-a8eb-0211ec4434c3
91,./data/images/704a6595-cddb-427f-9074-77f75756e715.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,704a6595-cddb-427f-9074-77f75756e715
92,./data/images/1bbf4c69-1ea7-4db7-ae0c-229faba0d8a6.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1bbf4c69-1ea7-4db7-ae0c-229faba0d8a6
93,./data/images/818dd4f3-538d-4a61-abad-26fc94796319.jpg,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,818dd4f3-538d-4a61-abad-26fc94796319
94,./data/images/71e7023a-1ca2-44e1-8dae-1c4e2cd3bc7e.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,71e7023a-1ca2-44e1-8dae-1c4e2cd3bc7e
95,./data/images/6f945fb4-8311-43d4-9683-1c9c91578573.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6f945fb4-8311-43d4-9683-1c9c91578573
96,./data/images/9c79fc21-c3b0-461f-8698-56de3e05e84e.jpg,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,9c79fc21-c3b0-461f-8698-56de3e05e84e
97,./data/images/9cb3a858-5182-450c-8dd5-d185531ffd08.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9cb3a858-5182-450c-8dd5-d185531ffd08
98,./data/images/55ac8427-1cc7-4147-8e26-7898877991bb.jpg,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,55ac8427-1cc7-4147-8e26-7898877991bb
99,./data/images/6c60aea1-9c8f-409f-8ec8-697c7865ba8c.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6c60aea1-9c8f-409f-8ec8-697c7865ba8c
100,./data/images/ec8d8a93-69f9-4110-88c0-64fc33d93ec0.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,ec8d8a93-69f9-4110-88c0-64fc33d93ec0
101,./data/images/9d4ad360-2f6a-483d-91b7-5051b15aa56f.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9d4ad360-2f6a-483d-91b7-5051b15aa56f
102,./data/images/d5e42ef6-7571-43cd-8e74-2acb94027845.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d5e42ef6-7571-43cd-8e74-2acb94027845
103,./data/images/1010cba1-95d6-4900-b5fc-6034507379cb.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1010cba1-95d6-4900-b5fc-6034507379cb
104,./data/images/9c5f0969-0536-44ce-87ac-c163aa8d6b86.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9c5f0969-0536-44ce-87ac-c163aa8d6b86
105,./data/images/f2e4e3e7-2154-4136-bfaa-2add33d38e5b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,f2e4e3e7-2154-4136-bfaa-2add33d38e5b
106,./data/images/4d926ebc-7894-497d-a595-7bf16de2e563.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4d926ebc-7894-497d-a595-7bf16de2e563
107,./data/images/01643676-1a40-450d-811c-4aed42721fae.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,01643676-1a40-450d-811c-4aed42721fae
108,./data/images/fc22116b-946c-49b2-af76-06a395bddeb8.jpg,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,fc22116b-946c-49b2-af76-06a395bddeb8
109,./data/images/fcabfae3-87be-4bac-9b97-c383b6fe4da7.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,fcabfae3-87be-4bac-9b97-c383b6fe4da7
110,./data/images/0adff73d-a195-4e59-9850-c8f27264eb53.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0adff73d-a195-4e59-9850-c8f27264eb53
111,./data/images/e559e0c6-e3ec-4a34-80a5-f817eb777eeb.jpg,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,e559e0c6-e3ec-4a34-80a5-f817eb777eeb
112,./data/images/40dc3037-685e-4980-9cc7-6c9b779ae28b.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,40dc3037-685e-4980-9cc7-6c9b779ae28b
113,./data/images/d78614a0-282b-43c8-8ffc-2281d155891d.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,d78614a0-282b-43c8-8ffc-2281d155891d
114,./data/images/034cffd8-1dd6-4f84-9051-1b723f824af8.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,034cffd8-1dd6-4f84-9051-1b723f824af8
115,./data/images/788c989a-7d07-4951-bf1d-97639029c6d7.jpg,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,788c989a-7d07-4951-bf1d-97639029c6d7
116,./data/images/47d298f2-2948-47db-8522-eee7f0939f23.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,47d298f2-2948-47db-8522-eee7f0939f23
117,./data/images/e25e3c99-44fe-4dbe-aba9-8ef018fe1ffb.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e25e3c99-44fe-4dbe-aba9-8ef018fe1ffb
118,./data/images/cbdfa962-d6ae-4918-87ce-157a13ac3831.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,cbdfa962-d6ae-4918-87ce-157a13ac3831
119,./data/images/9281b239-6fa3-4f63-bc73-2e89bf550533.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9281b239-6fa3-4f63-bc73-2e89bf550533
120,./data/images/d0ee4b7c-2082-4275-8709-26464024a7c7.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,d0ee4b7c-2082-4275-8709-26464024a7c7
121,./data/images/1d64c1cf-968c-4b71-95c4-ed37b4f3f93e.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1d64c1cf-968c-4b71-95c4-ed37b4f3f93e
122,./data/images/65817275-ebb1-4227-99e8-c4a85ed8759a.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,65817275-ebb1-4227-99e8-c4a85ed8759a
123,./data/images/7cbb61b7-4e20-42ba-af65-cec82b495116.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7cbb61b7-4e20-42ba-af65-cec82b495116
124,./data/images/d4cafb97-21be-4f82-b89d-753a84030243.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,d4cafb97-21be-4f82-b89d-753a84030243
125,./data/images/dd83771a-7a4a-4508-8c78-7c5daae465aa.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dd83771a-7a4a-4508-8c78-7c5daae465aa
126,./data/images/7dd14982-32e0-4738-8118-1ddc1ea0ceed.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7dd14982-32e0-4738-8118-1ddc1ea0ceed
127,./data/images/9a730980-4adf-45ec-8532-2015ad98fd21.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9a730980-4adf-45ec-8532-2015ad98fd21
128,./data/images/5f98ab64-9a53-463c-b93f-00a5c5bf3f8d.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5f98ab64-9a53-463c-b93f-00a5c5bf3f8d
129,./data/images/ad0c99ac-cf0b-4767-964d-a94648448994.jpg,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,ad0c99ac-cf0b-4767-964d-a94648448994
130,./data/images/d6c2a618-243f-4487-8246-471b71ce2079.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,d6c2a618-243f-4487-8246-471b71ce2079
131,./data/images/fce38b9f-d3c7-49f3-91f2-b0c619ce4cca.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,fce38b9f-d3c7-49f3-91f2-b0c619ce4cca
132,./data/images/331680c9-30d1-4a9a-928d-b5c7442a17a5.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,331680c9-30d1-4a9a-928d-b5c7442a17a5
133,./data/images/3adc76c3-b1d7-4a4c-a2ac-b198bab11864.jpg,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3adc76c3-b1d7-4a4c-a2ac-b198bab11864
134,./data/images/b239e765-aa30-479d-bc85-bd022a0f0a73.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,b239e765-aa30-479d-bc85-bd022a0f0a73
135,./data/images/c0c12f82-de46-441b-813b-4e69224945ee.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,c0c12f82-de46-441b-813b-4e69224945ee
136,./data/images/148d3b8b-5b6b-4218-a706-be4dff55cc64.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,148d3b8b-5b6b-4218-a706-be4dff55cc64
137,./data/images/410c6e3f-62ce-4d8b-a333-8fbe9e3ce79f.jpg,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,410c6e3f-62ce-4d8b-a333-8fbe9e3ce79f
138,./data/images/3933e8f8-fc69-4b87-9063-86e3d43c7434.jpg,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,3933e8f8-fc69-4b87-9063-86e3d43c7434
139,./data/images/bd23bcb9-a914-4197-a650-fa8968917ab9.jpg,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,bd23bcb9-a914-4197-a650-fa8968917ab9
140,./data/images/46cf7cdb-1902-4376-a32f-f9e19f296cc1.jpg,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,46cf7cdb-1902-4376-a32f-f9e19f296cc1
141,./data/images/837d0745-c485-4612-8502-2b42208d5c7b.jpg,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,837d0745-c485-4612-8502-2b42208d5c7b
